epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
47,2266.57,1.14611,0.82727,1.45094,0.88915,0.8346,0.91606,0.63437,1.05318,0.63733,1.46127,0.00122044,0.00122044,0.00122044
48,2304.1,1.11486,0.79915,1.42291,0.91571,0.77005,0.86539,0.59624,1.09054,0.69096,1.49494,0.00121073,0.00121073,0.00121073
49,2341.52,1.12161,0.81121,1.43542,0.90986,0.77564,0.9021,0.63118,1.05505,0.63904,1.46973,0.00120102,0.00120102,0.00120102
50,2379.31,1.17338,0.80516,1.46895,0.89586,0.81609,0.90405,0.62909,1.12461,0.62814,1.47402,0.00119132,0.00119132,0.00119132
51,2417.47,1.13343,0.80834,1.435,0.91095,0.82099,0.90952,0.64393,1.02362,0.60053,1.44633,0.00118161,0.00118161,0.00118161
52,2455.77,1.14316,0.81684,1.43258,0.90722,0.84076,0.91504,0.62882,1.0799,0.61629,1.47184,0.0011719,0.0011719,0.0011719
53,2494,1.11342,0.80394,1.43531,0.91037,0.72742,0.85319,0.57996,1.12154,0.76013,1.49685,0.00116219,0.00116219,0.00116219
54,2532.27,1.11046,0.79004,1.4068,0.92003,0.78608,0.89826,0.63746,1.04708,0.61829,1.43957,0.00115249,0.00115249,0.00115249
55,2570.58,1.11439,0.79494,1.42743,0.8935,0.85965,0.91439,0.63693,1.04012,0.59523,1.45306,0.00114278,0.00114278,0.00114278
56,2609,1.07576,0.79028,1.38961,0.93784,0.82883,0.92018,0.64199,1.03231,0.60588,1.41366,0.00113307,0.00113307,0.00113307
57,2647.2,1.12726,0.76747,1.42473,0.935,0.81158,0.91123,0.63967,1.0632,0.59552,1.47671,0.00112336,0.00112336,0.00112336
58,2685.25,1.10861,0.78026,1.40628,0.88839,0.83407,0.91222,0.64538,1.02722,0.59344,1.41116,0.00111365,0.00111365,0.00111365
59,2723.46,1.0851,0.73409,1.38469,0.90771,0.82322,0.92118,0.65283,1.02784,0.58558,1.42554,0.00110395,0.00110395,0.00110395
60,2761.76,1.09507,0.74781,1.40673,0.91219,0.81459,0.90465,0.63504,1.05303,0.63234,1.44732,0.00109424,0.00109424,0.00109424
61,2799.96,1.09103,0.72961,1.40533,0.88047,0.8399,0.90657,0.65093,1.03441,0.58891,1.42391,0.00108453,0.00108453,0.00108453
62,2838.22,1.06474,0.71443,1.38606,0.91943,0.80999,0.90302,0.64809,1.01076,0.61415,1.43493,0.00107482,0.00107482,0.00107482
63,2876.54,1.08294,0.74623,1.396,0.93563,0.79801,0.91006,0.64417,1.03247,0.59293,1.41636,0.00106511,0.00106511,0.00106511
64,2914.84,1.11567,0.77015,1.42195,0.93231,0.80389,0.90688,0.64196,1.02383,0.60146,1.41,0.00105541,0.00105541,0.00105541
65,2953.29,1.09936,0.74144,1.3996,0.9225,0.83237,0.91915,0.64899,1.04314,0.56657,1.4389,0.0010457,0.0010457,0.0010457
66,2991.47,1.05126,0.724,1.37506,0.91915,0.83064,0.90505,0.64993,1.03892,0.58014,1.43103,0.00103599,0.00103599,0.00103599
67,3029.73,1.08325,0.70538,1.3911,0.87689,0.86948,0.92117,0.64499,1.03764,0.54649,1.42679,0.00102628,0.00102628,0.00102628
68,3067.97,1.07047,0.71062,1.37297,0.93831,0.81407,0.9137,0.65283,1.02899,0.56332,1.43984,0.00101658,0.00101658,0.00101658
69,3106.36,1.06357,0.7058,1.38174,0.89104,0.83657,0.90352,0.65049,1.03557,0.57454,1.43255,0.00100687,0.00100687,0.00100687
70,3144.64,1.0608,0.70923,1.37309,0.90938,0.82923,0.91222,0.64327,1.06116,0.58875,1.44763,0.00099716,0.00099716,0.00099716
71,3182.76,1.07813,0.7222,1.39522,0.90821,0.87509,0.93399,0.6699,1.00233,0.52949,1.40566,0.000987452,0.000987452,0.000987452
72,3221.07,1.05044,0.70631,1.35914,0.89017,0.86003,0.92062,0.63624,1.07672,0.58548,1.4657,0.000977745,0.000977745,0.000977745
73,3259.39,1.08514,0.71849,1.38879,0.93942,0.83502,0.93882,0.65166,1.01169,0.54607,1.41562,0.000968037,0.000968037,0.000968037
74,3297.68,1.05429,0.70133,1.362,0.84822,0.83547,0.90577,0.6394,1.07244,0.5996,1.44432,0.000958329,0.000958329,0.000958329
75,3335.55,1.04833,0.69672,1.36145,0.93909,0.85737,0.94085,0.66314,1.00262,0.51761,1.40719,0.000948621,0.000948621,0.000948621
76,3372.99,1.05834,0.7108,1.37104,0.9534,0.84718,0.93267,0.66713,1.00781,0.53482,1.40639,0.000938913,0.000938913,0.000938913
77,3410.33,1.04412,0.68065,1.35893,0.92404,0.83598,0.92811,0.65193,1.01853,0.56374,1.41835,0.000929205,0.000929205,0.000929205
78,3447.7,1.03044,0.68762,1.3525,0.92836,0.82167,0.92393,0.64982,1.06163,0.54115,1.44942,0.000919498,0.000919498,0.000919498
79,3485.09,1.04949,0.70129,1.37216,0.90109,0.86448,0.93358,0.66023,1.01506,0.54191,1.41408,0.00090979,0.00090979,0.00090979
80,3522.49,1.04243,0.68384,1.36177,0.88851,0.86161,0.92214,0.64289,1.04614,0.56252,1.4456,0.000900082,0.000900082,0.000900082
81,3560,1.0325,0.66559,1.35793,0.93666,0.84353,0.93592,0.63184,1.11631,0.56565,1.48024,0.000890374,0.000890374,0.000890374
82,3598.17,1.04717,0.66077,1.35758,0.90921,0.85936,0.92807,0.6725,1.00326,0.51799,1.40702,0.000880666,0.000880666,0.000880666
83,3636.25,1.01494,0.65352,1.35352,0.90965,0.82922,0.91859,0.65341,1.038,0.56726,1.42519,0.000870958,0.000870958,0.000870958
84,3674.46,1.04536,0.67886,1.35711,0.90748,0.86466,0.9318,0.66824,1.00646,0.53322,1.39465,0.000861251,0.000861251,0.000861251
85,3712.67,1.04511,0.67837,1.36006,0.91347,0.84567,0.92053,0.65885,1.00722,0.53478,1.38258,0.000851543,0.000851543,0.000851543
86,3750.79,1.0033,0.65969,1.34475,0.87935,0.86751,0.92251,0.65981,1.00874,0.56078,1.4206,0.000841835,0.000841835,0.000841835
87,3789.03,1.01504,0.67972,1.35426,0.92712,0.83318,0.92753,0.66326,1.00031,0.53832,1.40019,0.000832127,0.000832127,0.000832127
88,3827.17,1.01198,0.65814,1.34522,0.93187,0.86758,0.93183,0.666,0.99849,0.52108,1.40209,0.000822419,0.000822419,0.000822419
89,3865.25,0.99983,0.64522,1.34298,0.89984,0.90634,0.93719,0.66623,1.04177,0.54468,1.43871,0.000812712,0.000812712,0.000812712
90,3903.34,1.00981,0.66226,1.34625,0.94367,0.86268,0.92463,0.66416,1.03555,0.50969,1.42859,0.000803004,0.000803004,0.000803004
91,3941.51,0.99034,0.62347,1.32515,0.96212,0.83214,0.93094,0.64812,1.03699,0.55202,1.41092,0.000793296,0.000793296,0.000793296
92,3979.74,0.97177,0.63064,1.32086,0.90699,0.85363,0.92988,0.65936,1.00515,0.52955,1.40944,0.000783588,0.000783588,0.000783588
93,4017.94,1.01177,0.64427,1.32829,0.89678,0.85426,0.89738,0.63347,1.04555,0.58298,1.44149,0.00077388,0.00077388,0.00077388
94,4056.05,1.00515,0.66143,1.33611,0.90165,0.86718,0.92354,0.66676,0.9936,0.54143,1.38251,0.000764172,0.000764172,0.000764172
95,4094.22,0.98505,0.65569,1.31651,0.93415,0.83278,0.92077,0.65499,1.02761,0.52924,1.42443,0.000754465,0.000754465,0.000754465
96,4132.35,1.00157,0.63917,1.32548,0.90029,0.88996,0.92354,0.66444,0.99685,0.5137,1.39196,0.000744757,0.000744757,0.000744757
97,4170.7,0.97352,0.62424,1.31786,0.92789,0.85477,0.92319,0.65843,1.04595,0.52616,1.42522,0.000735049,0.000735049,0.000735049
98,4208.76,0.98769,0.63094,1.31594,0.91289,0.85046,0.92204,0.65303,1.04675,0.56261,1.42977,0.000725341,0.000725341,0.000725341
99,4246.7,0.97966,0.63265,1.3282,0.92403,0.88159,0.92841,0.66358,1.00005,0.50656,1.37299,0.000715633,0.000715633,0.000715633
100,4284.87,0.97623,0.6335,1.32035,0.9342,0.84033,0.92378,0.66795,0.97739,0.50581,1.36635,0.000705925,0.000705925,0.000705925
101,4323.04,0.9772,0.63171,1.3098,0.9319,0.86595,0.93636,0.6721,0.98209,0.5033,1.38072,0.000696218,0.000696218,0.000696218
102,4361.15,0.97135,0.61182,1.3039,0.96382,0.84635,0.93438,0.66749,1.03242,0.51378,1.43209,0.00068651,0.00068651,0.00068651
103,4399.68,0.97293,0.60634,1.31314,0.95964,0.83189,0.92902,0.6714,1.00897,0.53318,1.41028,0.000676802,0.000676802,0.000676802
104,4437.77,0.98856,0.64479,1.33341,0.94797,0.83344,0.91241,0.64874,1.01109,0.56426,1.42713,0.000667094,0.000667094,0.000667094
105,4475.99,0.95465,0.60296,1.31052,0.92959,0.89324,0.93306,0.66862,0.9896,0.51368,1.3803,0.000657386,0.000657386,0.000657386
106,4515.29,0.96422,0.61883,1.3194,0.91374,0.89179,0.93415,0.67553,0.97378,0.50575,1.38863,0.000647679,0.000647679,0.000647679
107,4613.81,0.96389,0.60608,1.31625,0.92526,0.89274,0.9416,0.67983,0.96082,0.49858,1.35818,0.000637971,0.000637971,0.000637971
108,4711.41,0.92758,0.58542,1.29012,0.93587,0.87413,0.93716,0.68132,0.97741,0.51505,1.3817,0.000628263,0.000628263,0.000628263
109,4811.15,0.95563,0.58274,1.29774,0.94984,0.859,0.93617,0.67476,1.01752,0.50037,1.40469,0.000618555,0.000618555,0.000618555
110,4909.78,0.96041,0.5982,1.31336,0.92996,0.89268,0.93447,0.67642,0.98754,0.4735,1.39077,0.000608847,0.000608847,0.000608847
111,5008.64,0.9275,0.57182,1.28821,0.93683,0.86466,0.93705,0.67341,1.00666,0.47505,1.40215,0.000599139,0.000599139,0.000599139
112,5066.12,0.9589,0.59411,1.30964,0.91312,0.87066,0.92557,0.65899,1.02769,0.51441,1.41108,0.000589432,0.000589432,0.000589432
113,5104.78,0.93418,0.58426,1.29318,0.92064,0.85928,0.93666,0.66759,1.00927,0.5057,1.40219,0.000579724,0.000579724,0.000579724
