epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,115.281,1.53161,2.17833,1.81626,0.14158,0.21523,0.12373,0.03761,2.74652,200.375,5.63417,0.00054928,0.00054928,0.00054928
2,281.978,1.71101,1.8331,1.90125,0.0123,0.05189,0.00513,0.00112,3.26775,30.3459,5.49524,0.00109851,0.00109851,0.00109851
